"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação","Data da Cessão"
"Gerência Regional / GO","861559/2021","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","48.085.671/0001-29","NEOFERTIL MINERACAO LTDA","MUNDO NOVO - GO","ILMENITA","Industrial","Sim","30/09/2024"
"Gerência Regional / GO","861559/2021","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","48.085.671/0001-29","NEOFERTIL MINERACAO LTDA","MUNDO NOVO - GO","ILMENITA","Industrial","Sim","28/06/2024"
"Gerência Regional / GO","861559/2021","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","48.085.671/0001-29","NEOFERTIL MINERACAO LTDA","MUNDO NOVO - GO","ILMENITA","Industrial","Sim","09/04/2024"
"Gerência Regional / GO","860106/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860106/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","27/02/2020"
"Gerência Regional / GO","860081/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860081/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","27/02/2020"
"Gerência Regional / GO","860050/2017","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","27/02/2020"
"Gerência Regional / GO","862000/1984","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","04/05/1987"
"Gerência Regional / GO","862000/1984","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","18/04/2000"
"Gerência Regional / GO","862000/1984","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","05/11/1992"
"Gerência Regional / GO","861259/2012","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","COBRE, MINÉRIO DE OURO","Industrial, Industrial","Sim","27/02/2020"
"Gerência Regional / GO","861259/2012","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","COBRE, MINÉRIO DE OURO","Industrial, Industrial","Sim","04/11/2019"
"Gerência Regional / GO","861241/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","04/05/1987"
"Gerência Regional / GO","861241/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","18/04/2000"
"Gerência Regional / GO","861241/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","05/11/1992"
"Gerência Regional / GO","860952/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","18/04/2000"
"Gerência Regional / GO","860952/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","05/11/1992"
"Gerência Regional / GO","860952/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","26/09/1990"
"Gerência Regional / GO","860403/2013","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","ESTRELA DO NORTE - GO, MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860403/2013","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","ESTRELA DO NORTE - GO, MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","27/02/2020"
"Gerência Regional / GO","860402/2013","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860402/2013","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","27/02/2020"
"Gerência Regional / GO","860156/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","27/02/2020"
"Gerência Regional / GO","860156/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","04/11/2019"
"Gerência Regional / GO","860109/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860109/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","27/02/2020"
"Gerência Regional / GO","862747/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","ISRAELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","13/11/2019"
"Gerência Regional / GO","860138/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","32.052.762/0001-28","MINERACAO CORDILHEIRA LTDA","COLINAS DO SUL - GO","MINÉRIO DE OURO","Industrial","Sim","03/02/2022"
"Gerência Regional / GO","860473/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","16.615.046/0001-55","MINERADORA PARAISO LTDA","NIQUELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","14/09/2021"
"Gerência Regional / GO","861543/2024","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","39.696.928/0001-98","JUNQUEIRA MINERADORA EIRELI","ARAGUAPAZ - GO, FAINA - GO, MATRINCHÃ - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","17/03/2026"
"Gerência Regional / GO","860655/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","40.378.923/0001-04","JDM EXTRACAO DE AREIAS LTDA","ALOÂNDIA - GO, MORRINHOS - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","14/11/2016"
"Gerência Regional / GO","860982/2022","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","33.620.576/0003-72","AREIAS LANDY LTDA","MOZARLÂNDIA - GO, NOVA CRIXÁS - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","09/04/2024"
"Gerência Regional / GO","860684/2010","Requerimento de Autorização de Pesquisa","Concessão de Lavra","41.532.605/0001-00","ETR MINERALE - EXTRACAO DE MINERIOS LTDA","NIQUELÂNDIA - GO, VILA PROPÍCIO - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","27/10/2021"
"Gerência Regional / GO","860977/2023","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","08.897.104/0001-52","SALPAR PARTICIPACOES LTDA","DIORAMA - GO, IPORÁ - GO","MINÉRIO DE NÍQUEL, TERRAS RARAS","Industrial, Industrial","Sim","20/05/2026"
"Gerência Regional / MG","831555/2015","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","08.066.095/0001-58","MELLBER COMERCIO E EXPORTACAO DE PEDRAS PRECIOSAS LTDA","ABADIA DOS DOURADOS - MG, CATALÃO - GO, COROMANDEL - MG, DAVINÓPOLIS - GO","DIAMANTE, DIAMANTE","Gema, Industrial","Sim","30/03/2023"
"Gerência Regional / GO","861100/2021","Requerimento de Pesquisa - Oferta Pública ","Autorização de Pesquisa","30.649.104/0001-92","LINDOMAR RODRIGUES SILVA","GOIÁS - GO","AREIA","Construção civil","Sim","03/02/2022"
"Gerência Regional / GO","861161/2021","Requerimento de Pesquisa - Leilão","Requerimento de Lavra","44.941.982/0001-91","R MOSQUETTA MINERACAO","CRISTALINA - GO","AREIA","Construção civil","Sim","08/03/2022"
"Gerência Regional / GO","861559/2021","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","48.085.671/0001-29","NEOFERTIL MINERACAO LTDA","MUNDO NOVO - GO","ILMENITA","Industrial","Sim","19/04/2023"
"Gerência Regional / GO","861627/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.723.191-**","LAIMON JHEITON MACEDO LACERDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim","17/11/2023"
"Gerência Regional / GO","860127/2022","Requerimento de Mudança de Regime para Aut. de Pesquisa","Autorização de Pesquisa","46.650.849/0001-01","VALE DO PEIXOTO GOLD MINERACAO LTDA","FAINA - GO","MINÉRIO DE OURO","Industrial","Sim","29/08/2024"
"Gerência Regional / GO","860777/2021","Requerimento de Pesquisa - Leilão","Autorização de Pesquisa","46.201.119/0001-23","RED RIVER GOLD MINING LTDA","MONTE ALEGRE DE GOIÁS - GO","MINÉRIO DE OURO","Industrial","Sim","20/05/2026"
"Gerência Regional / GO","860754/2020","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","55.403.537/0001-94","FONTE TALISMA LTDA","RIO VERDE - GO","ÁGUA MINERAL, QUARTZITO","Engarrafamento, Industrial","Sim","30/09/2024"
"Gerência Regional / GO","860451/2021","Requerimento de Pesquisa - Oferta Pública ","Autorização de Pesquisa","***.951.801-**","ANTONIO DIVINO DE SOUZA","MARZAGÃO - GO","ÁGUA MINERAL","Engarrafamento","Sim","15/05/2025"
"Gerência Regional / GO","860472/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","60.333.381/0001-52","CSA MINERADORA LTDA","RIALMA - GO","MINÉRIO DE OURO","Industrial","Sim","04/09/2025"
"Gerência Regional / GO","861651/2007","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","16.525.859/0001-54","ERG MINERACAO E COMERCIO LTDA","FORMOSA - GO","CALCÁRIO","Fabricação de cimento","Sim","23/11/2012"
"Gerência Regional / GO","860232/2021","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","35.034.537/0001-57","GRANISTONE AMAZON MINERACAO LTDA","MIMOSO DE GOIÁS - GO","FOSFATO, MÁRMORE","Fertilizantes, Revestimento","Sim","05/02/2025"
"Gerência Regional / GO","860910/2023","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","35.034.537/0001-57","GRANISTONE AMAZON MINERACAO LTDA","FLORES DE GOIÁS - GO, VILA BOA - GO","CALCÁRIO, FOSFATO","Corretivo de solo, Fertilizantes","Sim","05/02/2025"
"Gerência Regional / GO","860106/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","04/11/2019"
"Gerência Regional / GO","860081/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","04/11/2019"
"Gerência Regional / GO","860050/2017","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","04/11/2019"
"Gerência Regional / GO","862000/1984","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","26/09/1990"
"Gerência Regional / GO","861259/2012","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","COBRE, MINÉRIO DE OURO","Industrial, Industrial","Sim","19/01/2016"
"Gerência Regional / GO","861241/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","26/09/1990"
"Gerência Regional / GO","860952/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","OURO","Demais substâncias","Sim","04/05/1987"
"Gerência Regional / GO","860403/2013","Requerimento de Disponibilidade para pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","ESTRELA DO NORTE - GO, MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","04/11/2019"
"Gerência Regional / GO","860402/2013","Requerimento de Disponibilidade para pesquisa","Requerimento de Lavra","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","04/11/2019"
"Gerência Regional / GO","860156/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","19/01/2016"
"Gerência Regional / GO","860109/2013","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.799.486/0001-10","AMARILLO MINERACAO DO BRASIL LTDA","MARA ROSA - GO","MINÉRIO DE OURO","Industrial","Sim","04/11/2019"
"Gerência Regional / GO","860293/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.976.066-**","CELSO CARVALHO MAGALHAES                                                        ","FAZENDA NOVA - GO","DIAMANTE","Industrial","Sim","09/02/2021"
"Gerência Regional / GO","860292/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.976.066-**","CELSO CARVALHO MAGALHAES                                                        ","FAZENDA NOVA - GO","DIAMANTE","Industrial","Sim","09/02/2021"
"Gerência Regional / GO","860298/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.976.066-**","CELSO CARVALHO MAGALHAES                                                        ","IPORÁ - GO, ISRAELÂNDIA - GO","DIAMANTE","Industrial","Sim","09/02/2021"
"Gerência Regional / GO","860297/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.976.066-**","CELSO CARVALHO MAGALHAES                                                        ","ISRAELÂNDIA - GO","DIAMANTE","Industrial","Sim","09/02/2021"
"Gerência Regional / GO","860296/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.976.066-**","CELSO CARVALHO MAGALHAES                                                        ","JAUPACI - GO","DIAMANTE","Industrial","Sim","09/02/2021"
"Gerência Regional / GO","860295/2018","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","***.976.066-**","CELSO CARVALHO MAGALHAES                                                        ","JAUPACI - GO","DIAMANTE","Industrial","Sim","09/02/2021"
"Gerência Regional / GO","860401/2016","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","***.492.751-**","Eny Fernando Vieira de Abreu","CRISTALINA - GO","AREIA","Construção civil","Sim","08/03/2017"
"Gerência Regional / GO","861208/2015","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.591.773/0001-03","ITINGA MINERACAO LTDA","MONTIVIDIU DO NORTE - GO","MINÉRIO DE OURO","Industrial","Sim","15/06/2018"
"Gerência Regional / GO","862749/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","IPORÁ - GO, ISRAELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862748/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","ISRAELÂNDIA - GO, JAUPACI - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862866/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","FAZENDA NOVA - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862865/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","FAZENDA NOVA - GO, NOVO BRASIL - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862821/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","IVOLÂNDIA - GO, MOIPORÁ - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862820/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","IVOLÂNDIA - GO, MOIPORÁ - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862747/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","ISRAELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862743/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","FAZENDA NOVA - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862308/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","IVOLÂNDIA - GO, MOIPORÁ - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862307/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","ISRAELÂNDIA - GO, IVOLÂNDIA - GO, MOIPORÁ - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
"Gerência Regional / GO","862306/2011","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","05.725.958/0001-63","PAN AMERICAN DESENVOLVIMENTO MINERAL LTDA","FAZENDA NOVA - GO, ISRAELÂNDIA - GO","MINÉRIO DE OURO","Industrial","Sim","10/06/2019"
